PATRIC ID	RefSeq Locus Tag	Product
fig|208963.12.peg.1746	PA14_21410	Alkaline phosphatase (EC 3.1.3.1)
fig|208963.12.peg.1747	PA14_21440	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)
fig|208963.12.peg.1748	PA14_21450	VgrG protein
fig|208963.12.peg.1749	PA14_21460	hypothetical protein
fig|208963.12.peg.1750	PA14_21470	hypothetical protein
fig|208963.12.peg.1751		hypothetical protein
fig|208963.12.peg.1752		FIG00958286: hypothetical protein
fig|208963.12.peg.1753	PA14_21480	hypothetical protein
fig|208963.12.peg.1754	PA14_21490	hypothetical protein
fig|208963.12.peg.1755	PA14_21510	Actin-like ATPase involved in cell morphogenesis
fig|208963.12.peg.1756	PA14_21520	Amidases related to nicotinamidase
fig|208963.12.peg.1757	PA14_21530	FOG: Ankyrin repeat
fig|208963.12.peg.1758	PA14_21540	beta-ketodecanoyl-[acyl-carrier-protein] synthase (EC 2.3.1.207)
fig|208963.12.peg.1759	PA14_21550	RNA polymerase sigma factor RpoE
fig|208963.12.peg.1760	PA14_21560	hypothetical protein
fig|208963.12.peg.1761	PA14_21570	FIG024746: hypothetical protein
fig|208963.12.peg.1762	PA14_21580	FIG023677: hypothetical protein
fig|208963.12.peg.1763	PA14_21590	FIG005107: hypothetical protein
fig|208963.12.peg.1764	PA14_21600	FIG035246: DoxX family protein
fig|208963.12.peg.1765	PA14_21610	Pyrophosphate-specific outer membrane porin OprO
fig|208963.12.peg.1766	PA14_21620	Phosphate-specific outer membrane porin OprP
fig|208963.12.peg.1767	PA14_21630	hypothetical protein
fig|208963.12.peg.1768	PA14_21640	"Oxidoreductase, short-chain dehydrogenase/reductase family"
fig|208963.12.peg.1769	PA14_21650	hypothetical protein
fig|208963.12.peg.1770	PA14_21660	Protein of unknown function UPF0060
fig|208963.12.peg.1771	PA14_21670	Chromosome segregation ATPases
fig|208963.12.peg.1772	PA14_21680	hypothetical protein
fig|208963.12.peg.1773	PA14_21690	Uncharacterized ATP-dependent DNA helicase PA3272
fig|208963.12.peg.1774	PA14_21700	Putative two-component sensor
fig|208963.12.peg.1775	PA14_21710	hypothetical protein
fig|208963.12.peg.1776	PA14_21720	"Transcriptional regulator, AraC family"
fig|208963.12.peg.1777	PA14_21730	TonB-dependent receptor
fig|208963.12.peg.1778	PA14_21750	Lysophospholipid transporter LplT / 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) / Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)
fig|208963.12.peg.1779	PA14_21760	Cold shock protein CspG
fig|208963.12.peg.1780	PA14_21770	Quaternary ammonium compound-resistance protein SugE
fig|208963.12.peg.1781	PA14_21780	Putative transporter
fig|208963.12.peg.1782	PA14_21790	DNA recombination-dependent growth factor C
fig|208963.12.peg.1783	PA14_21820	FKBP-type peptidyl-prolyl cis-trans isomerase FklB (EC 5.2.1.8)
fig|208963.12.peg.1784	PA14_21830	DUF1232 domain-containing protein
fig|208963.12.peg.1785	PA14_21840	hypothetical protein
fig|208963.12.peg.1786	PA14_21850	Transcriptional regulator
fig|208963.12.peg.1787		hypothetical protein
fig|208963.12.peg.1788	PA14_21860	"FOG: TPR repeat, SEL1 subfamily"
fig|208963.12.peg.1789	PA14_21870	hypothetical protein
fig|208963.12.peg.1790	PA14_21880	periplasmic tail-specific protease
fig|208963.12.peg.1791	PA14_21890	Putative oxidoreductase
fig|208963.12.peg.1792	PA14_21900	Phosphoserine phosphatase (EC 3.1.3.3)
fig|208963.12.peg.1793	PA14_21910	"ABC transporter, ATP-binding protein"
fig|208963.12.peg.1794	PA14_21920	"ABC transporter, permease protein"
fig|208963.12.peg.1795	PA14_21930	"ABC transporter, permease protein"
fig|208963.12.peg.1796	PA14_21940	hypothetical protein
fig|208963.12.peg.1797	PA14_21960	"ABC-type Fe3+ transport system, periplasmic component"
fig|208963.12.peg.1798	PA14_21970	"Transcriptional regulator, GntR family"
fig|208963.12.peg.1799	PA14_21980	Ribosomal-protein-L7p-serine acetyltransferase
fig|208963.12.peg.1800	PA14_21990	Aspartyl aminopeptidase (EC 3.4.11.21)
fig|208963.12.peg.1801	PA14_22000	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28) (EC 5.4.99.29)
fig|208963.12.peg.1802	PA14_22010	Cell division topological specificity factor MinE
fig|208963.12.peg.1803	PA14_22020	Septum site-determining protein MinD
fig|208963.12.peg.1804	PA14_22040	Septum site-determining protein MinC
fig|208963.12.peg.1805	PA14_22050	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241)
fig|208963.12.peg.1806	PA14_22060	Patatin
fig|208963.12.peg.1807	PA14_22075	"Pirin-like protein YhhW, possibly qercetin 2,3-dioxygenase activity"
fig|208963.12.peg.1808	PA14_22120	hypothetical protein
fig|208963.12.peg.1809	PA14_22270	hypothetical protein
fig|208963.12.peg.1810	PA14_22280	"Pirin-like protein YhhW, possibly qercetin 2,3-dioxygenase activity"
fig|208963.12.peg.1811	PA14_22290	Surface lipoprotein
fig|208963.12.peg.1812	PA14_22310	Surface lipoprotein
fig|208963.12.peg.1813		hypothetical protein
fig|208963.12.peg.1814	PA14_22320	hypothetical protein
fig|208963.12.peg.1815	PA14_22330	"Glycine betaine/L-proline ABC transporter, glycine betaine/L-proline- binding/permease protein"
fig|208963.12.peg.1816	PA14_22340	"Putative membrane protein, clustering with ActP"
fig|208963.12.peg.1817	PA14_22350	Acetate permease ActP (cation/acetate symporter)
fig|208963.12.peg.1818	PA14_22370	Predicted signal-transduction protein containing cAMP-binding and CBS domains
fig|208963.12.peg.1819	PA14_22380	"3'-5' exonuclease domain similar to epsilon subunit of DNA polymerase III, PA3232-type"
fig|208963.12.peg.1820	PA14_22400	hypothetical protein
fig|208963.12.peg.1821	PA14_22410	FIG110192: hypothetical protein
fig|208963.12.peg.1822	PA14_22420	hypothetical protein
fig|208963.12.peg.1823	PA14_22440	probable ATP-binding/permease fusion ABC transporter
fig|208963.12.peg.1824	PA14_22450	Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)
fig|208963.12.peg.1825	PA14_22460	Hypothetical protein formerly called MenX
fig|208963.12.peg.1826	PA14_22470	"Transcriptional regulator, LysR family"
fig|208963.12.peg.1827	PA14_22480	3-phosphoglycerate kinase
fig|208963.12.peg.1828	PA14_22490	FMN-dependent NADH-azoreductase (EC 1.7.1.6)
fig|208963.12.peg.1829	PA14_22500	FIG01219979: hypothetical protein
fig|208963.12.peg.1830	PA14_22510	hypothetical protein
fig|208963.12.peg.1831	PA14_22520	hypothetical protein
fig|208963.12.peg.1832	PA14_22530	Glutathione S-transferase (EC 2.5.1.18)
fig|208963.12.peg.1833	PA14_22540	Multimeric flavodoxin WrbA
fig|208963.12.peg.1834	PA14_22550	"Transcriptional regulator, LysR family"
fig|208963.12.peg.1835	PA14_22560	Permeases of the drug/metabolite transporter (DMT) superfamily
fig|208963.12.peg.1836	PA14_22570	Protein secretion chaperonin CsaA
fig|208963.12.peg.1837	PA14_22580	"Transcriptional regulator, AraC family"
fig|208963.12.peg.1838	PA14_22590	"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog"
fig|208963.12.peg.1839	PA14_22600	Glycosyltransferase
fig|208963.12.peg.1840	PA14_22620	Adenylate cyclase (EC 4.6.1.1)
fig|208963.12.peg.1841	PA14_22630	hypothetical protein
fig|208963.12.peg.1842	PA14_22640	"Transcriptional regulator, AraC family"
fig|208963.12.peg.1843	PA14_22650	Membrane lipoprotein lipid attachment site containing protein USSDB6D
fig|208963.12.peg.1844	PA14_22660	"ABC-type transport system involved in resistance to organic solvents, periplasmic component USSDB6C"
fig|208963.12.peg.1845	PA14_22670	ABC transporter ATP-binding protein USSDB6B
fig|208963.12.peg.1846	PA14_22680	"ABC-type transport system involved in resistance to organic solvents, permease component USSDB6A"
fig|208963.12.peg.1847	PA14_22690	Potassium uptake protein TrkH
fig|208963.12.peg.1848	PA14_22700	Ferredoxin
fig|208963.12.peg.1849	PA14_22710	Putative NAD(P)H nitroreductase YdjA
fig|208963.12.peg.1850	PA14_22720	hypothetical protein
fig|208963.12.peg.1851	PA14_22730	Putative two-component sensor
fig|208963.12.peg.1852	PA14_22740	"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein"
fig|208963.12.peg.1853	PA14_22760	Putative two-component response regulator
fig|208963.12.peg.1854	PA14_22770	Translation initiation factor 2 (IF-2; GTPase)
fig|208963.12.peg.1855	PA14_22780	YciL protein
fig|208963.12.peg.1856	PA14_22800	Intracellular septation protein IspA
fig|208963.12.peg.1857	PA14_22820	FIG00031715: Predicted metal-dependent phosphoesterases (PHP family)
fig|208963.12.peg.1858	PA14_22830	"Hypothetical YciO protein, TsaC/YrdC paralog"
fig|208963.12.peg.1859	PA14_22840	Segregation and condensation protein A
fig|208963.12.peg.1860		hypothetical protein
fig|208963.12.peg.1861	PA14_22860	Segregation and condensation protein B
fig|208963.12.peg.1862	PA14_22870	hypothetical protein
fig|208963.12.peg.1863	PA14_22880	hypothetical protein
fig|208963.12.peg.1864	PA14_22890	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
fig|208963.12.peg.1865	PA14_22910	Phosphogluconate dehydratase (EC 4.2.1.12)
fig|208963.12.peg.1866	PA14_22930	Glucokinase (EC 2.7.1.2)
fig|208963.12.peg.1867	PA14_22940	"DNA-binding response regulator GltR, controls specific porins for the entry of glucose"
fig|208963.12.peg.1868	PA14_22960	"Integral membrane sensor signal transduction histidine kinase (EC 2.7.13.3), glucose catabolism cluster"
fig|208963.12.peg.1869		FIG00960022: hypothetical protein
fig|208963.12.peg.1870	PA14_22980	"Glucose ABC transport system, periplasmic sugar-binding protein"
fig|208963.12.peg.1871	PA14_22990	"Glucose ABC transport system, inner membrane component 1"
fig|208963.12.peg.1872	PA14_23000	"Glucose ABC transport system, inner membrane component 2"
fig|208963.12.peg.1873	PA14_23010	"Glucose ABC transporter, ATP-binding subunit (EC 3.6.3.-)"
fig|208963.12.peg.1874		hypothetical protein
fig|208963.12.peg.1875	PA14_23030	Glucose-selective porin OprB
fig|208963.12.peg.1876		FIG00957333: hypothetical protein
fig|208963.12.peg.1877	PA14_23050	Aldose 1-epimerase
fig|208963.12.peg.1878	PA14_23060	"Phosphogluconate repressor HexR, RpiR family"
fig|208963.12.peg.1879	PA14_23070	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)
fig|208963.12.peg.1880	PA14_23080	"6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type"
fig|208963.12.peg.1881	PA14_23090	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)
fig|208963.12.peg.1882	PA14_23100	MutT/Nudix family protein
fig|208963.12.peg.1883	PA14_23110	Ribosomal large subunit pseudouridine synthase B (EC 5.4.99.22)
fig|208963.12.peg.1884	PA14_23120	hypothetical protein
fig|208963.12.peg.1885	PA14_23130	hypothetical protein
fig|208963.12.peg.1886		FIG00954417: hypothetical protein
fig|208963.12.peg.1887	PA14_23160	Sodium/glutamate symporter
fig|208963.12.peg.1888	PA14_23170	Formiminoglutamase (EC 3.5.3.8)
fig|208963.12.peg.1889	PA14_23190	"Transcriptional regulator, IclR family"
fig|208963.12.peg.1890	PA14_23200	Putative short-chain dehydrogenase
fig|208963.12.peg.1891	PA14_23210	"Similar to phosphoglycolate phosphatase, clustered with ubiquinone biosynthesis SAM-dependent O-methyltransferase"
fig|208963.12.peg.1892	PA14_23220	3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64) @ 2-polyprenyl-6-hydroxyphenyl methylase (EC 2.1.1.222)
fig|208963.12.peg.1893	PA14_23240	Methylthioadenosine deaminase
fig|208963.12.peg.1894	PA14_23250	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)
fig|208963.12.peg.1895	PA14_23260	DNA gyrase subunit A (EC 5.99.1.3)
fig|208963.12.peg.1896	PA14_23270	Phosphoserine aminotransferase (EC 2.6.1.52)
fig|208963.12.peg.1897	PA14_23280	Chorismate mutase I (EC 5.4.99.5) / Prephenate dehydratase (EC 4.2.1.51)
fig|208963.12.peg.1898	PA14_23290	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
fig|208963.12.peg.1899	PA14_23310	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43) / 5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)
fig|208963.12.peg.1900	PA14_23320	Cytidylate kinase (EC 2.7.4.25)
fig|208963.12.peg.1901	PA14_23330	SSU ribosomal protein S1p
fig|208963.12.peg.1902	PA14_23340	Integration host factor beta subunit
fig|208963.12.peg.1903	PA14_23400	hypothetical protein
fig|208963.12.peg.1904	PA14_23420	putatve zinc-binding dehydrogenase
fig|208963.12.peg.1905	PA14_23430	Phosphopantothenoylcysteine synthetase/decarboxylase
fig|208963.12.peg.1906	PA14_23450	UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|208963.12.peg.1907	PA14_23460	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33)
fig|208963.12.peg.1908	PA14_23470	nucleotide sugar epimerase/dehydratase WbpM
fig|208963.12.peg.1909	PA14_23480	DNA uptake protein and related DNA-binding proteins
fig|208963.12.peg.1910	PA14_23500	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aromatic-amino-acid aminotransferase (EC 2.6.1.57)
fig|208963.12.peg.1911	PA14_23510	Excinuclease ABC subunit B
fig|208963.12.peg.1912	PA14_23520	Multidrug resistance protein ErmB
fig|208963.12.peg.1913	PA14_23530	Multidrug resistance protein ErmA
fig|208963.12.peg.1914	PA14_23540	"Transcriptional regulator, LysR family"
fig|208963.12.peg.1915	PA14_23560	Glutamyl-tRNA synthetase (EC 6.1.1.17)
fig|208963.12.peg.1916	PA14_23590	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.1917	PA14_23610	Putative hydrolase
fig|208963.12.peg.1918	PA14_23620	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)
fig|208963.12.peg.1919	PA14_23630	hypothetical protein
fig|208963.12.peg.1920	PA14_23640	tRNA-dihydrouridine(16) synthase
fig|208963.12.peg.1921	PA14_23650	Putative short-chain dehydrogenase
fig|208963.12.peg.1922	PA14_23670	Histone acetyltransferase HPA2 and related acetyltransferases
fig|208963.12.peg.1923	PA14_23680	16 kDa heat shock protein A
fig|208963.12.peg.1924	PA14_23690	hypothetical protein
fig|208963.12.peg.1925	PA14_23700	"Transcriptional regulator, LysR family"
fig|208963.12.peg.1926	PA14_23720	RidA/YER057c/UK114 superfamily protein
fig|208963.12.peg.1927	PA14_23730	"Transcriptional regulator, LysR family"
fig|208963.12.peg.1928	PA14_23750	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
fig|208963.12.peg.1929	PA14_23760	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
fig|208963.12.peg.1930	PA14_23770	SAM-dependent methyltransferase YafE (UbiE paralog)
fig|208963.12.peg.1931	PA14_23790	3-isopropylmalate dehydrogenase (EC 1.1.1.85)
fig|208963.12.peg.1932	PA14_23800	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
fig|208963.12.peg.1933	PA14_23810	USG-1 protein
fig|208963.12.peg.1934	PA14_23830	Probable type IV pilus assembly FimV-related transmembrane protein
fig|208963.12.peg.1935	PA14_23840	tRNA pseudouridine synthase A (EC 5.4.99.12)
fig|208963.12.peg.1936	PA14_23850	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)
fig|208963.12.peg.1937	PA14_23860	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)
fig|208963.12.peg.1938	PA14_23880	Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)
fig|208963.12.peg.1939	PA14_23890	Septum-associated cell division protein DedD
fig|208963.12.peg.1940	PA14_23900	Colicin V production protein
fig|208963.12.peg.1941	PA14_23920	Amidophosphoribosyltransferase (EC 2.4.2.14)
fig|208963.12.peg.1942	PA14_23930	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
fig|208963.12.peg.1943	PA14_23950	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
fig|208963.12.peg.1944	PA14_23970	General secretion pathway protein D
fig|208963.12.peg.1945	PA14_23980	General secretion pathway protein C
fig|208963.12.peg.1946	PA14_23990	General secretion pathway protein E
fig|208963.12.peg.1947	PA14_24010	General secretion pathway protein F
fig|208963.12.peg.1948	PA14_24020	General secretion pathway protein G
fig|208963.12.peg.1949	PA14_24040	General secretion pathway protein H
fig|208963.12.peg.1950	PA14_24050	General secretion pathway protein I
fig|208963.12.peg.1951	PA14_24060	General secretion pathway protein J
fig|208963.12.peg.1952	PA14_24070	General secretion pathway protein K
fig|208963.12.peg.1953	PA14_24080	General secretion pathway protein L
fig|208963.12.peg.1954	PA14_24100	General secretion pathway protein M
fig|208963.12.peg.1955	PA14_24140	"Transcriptional regulator, AraC family"
fig|208963.12.peg.1956	PA14_24150	"Hydrolase, carbon-nitrogen family"
fig|208963.12.peg.1957	PA14_24170	"2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)"
fig|208963.12.peg.1958	PA14_24180	ATPase involved in DNA repair
fig|208963.12.peg.1959	PA14_24190	"pyridoxal phosphate-dependent deaminase, putative"
fig|208963.12.peg.1960	PA14_24210	hypothetical protein
fig|208963.12.peg.1961	PA14_24220	NAD kinase (EC 2.7.1.23)
fig|208963.12.peg.1962	PA14_24230	Diadenosine tetraphosphatase and related serine/threonine protein phosphatases
fig|208963.12.peg.1963	PA14_24240	Rhomboid protease GlpG (EC 3.4.21.105)
fig|208963.12.peg.1964	PA14_24245	hypothetical protein
fig|208963.12.peg.1965	PA14_24260	hypothetical protein
fig|208963.12.peg.1966	PA14_24270	Membrane alanine aminopeptidase N (EC 3.4.11.2)
fig|208963.12.peg.1967		FIG00957700: hypothetical protein
fig|208963.12.peg.1968	PA14_24290	FIG067310: hypothetical protein
fig|208963.12.peg.1969	PA14_24300	FIG002188: hypothetical protein
fig|208963.12.peg.1970	PA14_24310	FIG002465: BNR repeat protein
fig|208963.12.peg.1971	PA14_24330	FIG005548: transport protein
fig|208963.12.peg.1972	PA14_24340	Putative two-component sensor
fig|208963.12.peg.1973	PA14_24350	Putative two-component response regulator
fig|208963.12.peg.1974	PA14_24360	hypothetical protein
fig|208963.12.peg.1975	PA14_24370	hypothetical protein
fig|208963.12.peg.1976	PA14_24380	BatD
fig|208963.12.peg.1977	PA14_24390	BatB / BatC
fig|208963.12.peg.1978	PA14_24400	BatA (Bacteroides aerotolerance operon)
fig|208963.12.peg.1979	PA14_24410	FIG00657500: hypothetical protein
fig|208963.12.peg.1980	PA14_24420	hypothetical protein PA3071
fig|208963.12.peg.1981	PA14_24430	MoxR-like ATPase in aerotolerance operon
fig|208963.12.peg.1982	PA14_24440	putative lipoprotein
fig|208963.12.peg.1983	PA14_24445	"NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form"
fig|208963.12.peg.1984	PA14_24480	Extracellular Matrix protein PelA
fig|208963.12.peg.1985	PA14_24490	Extracellular Matrix protein PelB
fig|208963.12.peg.1986	PA14_24500	Extracellular Matrix protein PelC
fig|208963.12.peg.1987	PA14_24510	Extracellular Matrix protein PelD
fig|208963.12.peg.1988	PA14_24530	Extracellular Matrix protein PelE
fig|208963.12.peg.1989	PA14_24550	"Extracellular matrix protein PelF, glycosyltransferase, group 1"
fig|208963.12.peg.1990	PA14_24560	Extracellular Matrix protein PelG
fig|208963.12.peg.1991	PA14_24570	hypothetical protein
fig|208963.12.peg.1992	PA14_24580	hypothetical protein
fig|208963.12.peg.1993	PA14_24590	hypothetical protein
fig|208963.12.peg.1994	PA14_24600	hypothetical protein
fig|208963.12.peg.1995	PA14_24610	probable hydrolytic enzyme
fig|208963.12.peg.1996	PA14_24620	hypothetical protein
fig|208963.12.peg.1997	PA14_24630	hypothetical protein
fig|208963.12.peg.1998	PA14_24640	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
fig|208963.12.peg.1999	PA14_24650	Ribosome modulation factor
fig|208963.12.peg.2000	PA14_24675	23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173) / 23S rRNA (guanine(2069)-N(7))-methyltransferase (EC 2.1.1.264)
fig|208963.12.peg.2001	PA14_24690	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
fig|208963.12.peg.2002	PA14_24700	FIG002060: uncharacterized protein YggL
fig|208963.12.peg.2003	PA14_24710	Putative two-component response regulator
fig|208963.12.peg.2004	PA14_24720	Putative two-component sensor
fig|208963.12.peg.2005	PA14_24730	"dNTP triphosphohydrolase, broad substrate specificity, subgroup 3"
